x,y,z,time,label
9.4995625,-2.566414063,-6.167054687,1675381109,0
9.34634375,-2.374890625,-6.167054687,1675381109,0
9.308039063,-2.259976563,-6.320273437,1675381109,0
9.193125,-1.99184375,-6.167054687,1675381109,0
8.963296875,-2.030148438,-5.860617188,1675381109,0
8.771773437,-1.915234375,-5.97553125,1675381109,0
8.8866875,-1.838625,-5.784007813,1675381109,0
8.8866875,-1.838625,-6.052140625,1675381109,0
8.848382812,-1.647101562,-6.052140625,1675381109,0
8.73346875,-1.570492188,-5.937226562,1675381109,0
8.58025,-1.570492188,-5.8223125,1675381109,0
8.541945313,-1.647101562,-5.439265625,1675381109,0
8.12059375,-1.570492188,-5.400960938,1675381109,0
8.158898438,-1.647101562,-5.937226562,1675381109,0
7.890765625,-1.608796875,-5.66909375,1675381109,0
7.6609375,-1.647101562,-5.554179688,1675381109,0
7.50771875,-1.570492188,-5.439265625,1675381109,0
7.009757812,-1.493882813,-5.745703125,1675381109,0
7.009757812,-1.723710938,-5.97553125,1675381109,0
7.009757812,-1.68540625,-5.132828125,1675381109,0
6.933148437,-1.68540625,-5.132828125,1675381109,0
6.89484375,-1.800320312,-5.2094375,1675381109,0
6.818234375,-1.800320312,-5.286046875,1675381109,0
6.741625,-1.838625,-5.286046875,1675381109,0
6.971453125,-1.915234375,-5.592484375,1675381109,0
6.933148437,-1.915234375,-5.66909375,1675381109,0
7.162976562,-2.030148438,-5.707398437,1675381109,0
7.009757812,-2.030148438,-5.400960938,1675381109,0
7.162976562,-2.068453125,-5.66909375,1675381109,0
7.239585937,-2.1450625,-5.860617188,1675381109,0
7.546023438,-2.106757813,-6.473492188,1675381109,0
7.699242187,-2.030148438,-6.243664063,1675381109,0
7.81415625,-1.99184375,-6.4351875,1675381109,0
8.005679687,-2.030148438,-6.243664063,1675381109,0
8.197203125,-1.953539063,-6.550101562,1675381109,0
8.158898438,-1.876929688,-6.090445312,1675381109,0
8.235507813,-1.99184375,-6.358578125,1675381109,0
8.388726562,-1.800320312,-5.937226562,1675381109,0
8.541945313,-1.647101562,-6.090445312,1675381109,0
8.695164063,-1.493882813,-6.090445312,1675381109,0
8.695164063,-1.493882813,-6.28196875,1675381109,0
8.503640625,-1.37896875,-6.28196875,1675381109,0
8.541945313,-1.37896875,-6.28196875,1675381109,0
8.42703125,-1.417273437,-6.243664063,1675381109,0
8.350421875,-1.264054687,-6.243664063,1675381109,0
8.2738125,-1.264054687,-6.205359375,1675381109,0
8.235507813,-1.149140625,-5.8223125,1675381109,0
8.388726562,-1.07253125,-6.243664063,1675381109,0
8.465335937,-1.110835938,-6.358578125,1675381109,0
8.235507813,-1.07253125,-6.320273437,1675381109,0
8.12059375,-1.110835938,-6.243664063,1675381109,0
7.81415625,-1.07253125,-6.013835938,1675381109,0
7.6609375,-1.110835938,-6.28196875,1675381109,0
7.699242187,-1.034226563,-6.396882813,1675381109,0
7.546023438,-1.034226563,-6.396882813,1675381109,0
7.546023438,-1.110835938,-6.58840625,1675381109,0
7.392804687,-1.07253125,-6.052140625,1675381109,0
7.239585937,-1.187445313,-6.243664063,1675381109,0
7.20128125,-1.264054687,-6.205359375,1675381109,0
7.20128125,-1.340664063,-6.28196875,1675381109,0
7.124671875,-1.417273437,-6.12875,1675381109,0
7.124671875,-1.417273437,-6.511796875,1675381109,0
6.971453125,-1.493882813,-6.4351875,1675381109,0
6.971453125,-1.570492188,-6.473492188,1675381109,0
6.89484375,-1.608796875,-6.58840625,1675381109,0
7.086367188,-1.762015625,-6.205359375,1675381109,0
7.086367188,-1.953539063,-6.358578125,1675381109,0
6.933148437,-1.953539063,-6.473492188,1675381109,0
6.971453125,-1.953539063,-6.320273437,1675381109,0
7.277890625,-2.068453125,-6.396882813,1675381109,0
7.086367188,-2.106757813,-6.320273437,1675381109,0
7.316195313,-2.183367188,-6.013835938,1675381109,0
7.316195313,-2.106757813,-6.090445312,1675381109,0
7.392804687,-2.29828125,-6.167054687,1675381109,0
7.584328125,-2.183367188,-6.205359375,1675381109,0
7.737546875,-2.183367188,-5.97553125,1675381109,0
7.50771875,-2.259976563,-6.090445312,1675381109,0
7.775851563,-2.29828125,-5.66909375,1675381109,0
7.81415625,-2.29828125,-6.090445312,1675381109,0
7.890765625,-2.1450625,-6.090445312,1675381109,0
7.775851563,-2.106757813,-5.937226562,1675381109,0
8.082289063,-2.030148438,-6.013835938,1675381109,0
8.12059375,-1.876929688,-5.97553125,1675381109,0
8.350421875,-1.723710938,-5.937226562,1675381109,0
8.42703125,-1.608796875,-6.013835938,1675381109,0
8.503640625,-1.608796875,-6.052140625,1675381109,0
8.388726562,-1.340664063,-6.473492188,1675381109,0
8.541945313,-1.264054687,-5.97553125,1675381109,0
8.541945313,-1.340664063,-6.550101562,1675381109,0
8.503640625,-1.340664063,-6.550101562,1675381109,0
8.388726562,-1.07253125,-6.473492188,1675381109,0
8.2738125,-1.110835938,-6.396882813,1675381109,0
8.197203125,-1.034226563,-6.243664063,1675381109,0
8.082289063,-0.881007812,-6.703320313,1675381109,0
7.852460937,-0.881007812,-6.665015625,1675381109,0
7.929070312,-0.9193125,-6.665015625,1675381109,0
7.967375,-0.881007812,-6.473492188,1675381109,0
7.775851563,-0.881007812,-6.511796875,1675381109,0
7.775851563,-1.034226563,-6.741625,1675381109,0
7.392804687,-1.034226563,-6.741625,1675381109,0
7.392804687,-0.9193125,-6.358578125,1675381109,0
7.546023438,-1.034226563,-6.856539063,1675381109,0
7.546023438,-0.9193125,-6.626710938,1675381109,0
7.737546875,-0.842703125,-6.58840625,1675381109,0
7.392804687,-0.842703125,-6.933148437,1675381109,0
7.124671875,-0.842703125,-6.665015625,1675381109,0
7.124671875,-0.881007812,-6.933148437,1675381109,0
6.89484375,-0.689484375,-7.009757812,1675381109,0
7.162976562,-0.651179688,-6.89484375,1675381109,0
6.971453125,-0.497960938,-6.4351875,1675381109,0
6.89484375,-0.421351562,-6.971453125,1675381109,0
6.665015625,-0.45965625,-6.971453125,1675381109,0
6.665015625,-0.383046875,-6.741625,1675381109,0
6.665015625,-0.421351562,-6.818234375,1675381109,0
6.626710938,-0.383046875,-6.703320313,1675381109,0
6.550101562,-0.45965625,-6.703320313,1675381109,0
6.473492188,-0.497960938,-6.703320313,1675381109,0
6.396882813,-0.421351562,-6.58840625,1675381109,0
6.473492188,-0.536265625,-6.396882813,1675381109,0
6.4351875,-0.689484375,-6.58840625,1675381109,0
6.243664063,-0.804398438,-6.665015625,1675381109,0
6.243664063,-0.957617188,-6.741625,1675381109,0
6.12875,-1.034226563,-6.626710938,1675381109,0
6.167054687,-1.034226563,-6.626710938,1675381109,0
6.12875,-1.07253125,-6.58840625,1675381109,0
6.013835938,-1.264054687,-6.58840625,1675381109,0
6.052140625,-1.37896875,-6.779929687,1675381109,0
5.898921875,-1.570492188,-7.239585937,1675381109,0
5.630789063,-1.608796875,-6.396882813,1675381109,0
5.898921875,-1.838625,-6.396882813,1675381109,0
6.052140625,-1.953539063,-6.58840625,1675381109,0
6.052140625,-1.953539063,-6.626710938,1675381109,0
6.396882813,-2.030148438,-7.124671875,1675381109,0
6.665015625,-1.99184375,-7.086367188,1675381109,0
7.239585937,-2.106757813,-7.0480625,1675381109,0
7.277890625,-2.068453125,-7.124671875,1675381109,0
7.316195313,-2.106757813,-7.124671875,1675381109,0
7.431109375,-1.99184375,-7.009757812,1675381109,0
7.277890625,-1.838625,-7.277890625,1675381109,0
7.622632812,-1.762015625,-7.124671875,1675381109,0
7.546023438,-1.800320312,-6.856539063,1675381109,0
7.622632812,-1.493882813,-6.703320313,1675381109,0
7.584328125,-1.570492188,-6.818234375,1675381109,0
7.81415625,-1.493882813,-6.703320313,1675381109,0
7.622632812,-1.5321875,-6.626710938,1675381109,0
7.622632812,-1.570492188,-6.58840625,1675381109,0
7.81415625,-1.493882813,-6.4351875,1675381109,0
7.967375,-1.493882813,-6.358578125,1675381109,0
7.967375,-1.493882813,-6.243664063,1675381109,0
7.622632812,-1.493882813,-6.243664063,1675381109,0
7.852460937,-1.68540625,-6.473492188,1675381109,0
7.737546875,-1.647101562,-6.511796875,1675381109,0
7.622632812,-1.647101562,-6.205359375,1675381109,0
7.6609375,-1.570492188,-6.396882813,1675381109,0
7.6609375,-1.647101562,-6.58840625,1675381109,0
7.699242187,-1.493882813,-6.703320313,1675381109,0
7.622632812,-1.455578125,-6.473492188,1675381109,0
7.699242187,-1.417273437,-6.28196875,1675381109,0
7.737546875,-1.37896875,-6.243664063,1675381109,0
7.699242187,-1.37896875,-6.243664063,1675381109,0
7.852460937,-1.340664063,-6.052140625,1675381109,0
7.929070312,-1.302359375,-6.052140625,1675381109,0
7.967375,-1.37896875,-6.205359375,1675381109,0
7.929070312,-1.264054687,-5.898921875,1675381109,0
7.929070312,-1.149140625,-5.400960938,1675381109,0
7.81415625,-1.149140625,-5.515875,1675381109,0
7.852460937,-1.110835938,-5.630789063,1675381109,0
8.158898438,-1.187445313,-5.592484375,1675381109,0
8.082289063,-1.187445313,-5.784007813,1675381109,0
8.235507813,-1.149140625,-5.937226562,1675381109,0
8.312117188,-1.22575,-5.898921875,1675381109,0
8.388726562,-1.149140625,-5.898921875,1675381109,0
8.158898438,-1.149140625,-5.554179688,1675381109,0
8.005679687,-1.149140625,-5.860617188,1675381109,0
8.2738125,-1.149140625,-5.97553125,1675381109,0
8.42703125,-1.22575,-5.707398437,1675381109,0
8.312117188,-1.149140625,-5.707398437,1675381109,0
8.541945313,-1.07253125,-6.013835938,1675381109,0
8.541945313,-1.110835938,-5.515875,1675381109,0
8.388726562,-1.110835938,-5.860617188,1675381109,0
8.695164063,-0.957617188,-5.860617188,1675381109,0
8.73346875,-0.881007812,-5.860617188,1675381109,0
9.03990625,-0.995921875,-5.898921875,1675381109,0
8.924992188,-0.9193125,-5.97553125,1675381109,0
9.231429688,-0.842703125,-6.090445312,1675381109,0
9.384648438,-0.804398438,-6.167054687,1675381109,0
9.576171875,-0.612875,-6.396882813,1675381109,0
9.537867188,-0.612875,-6.4351875,1675381109,0
9.576171875,-0.574570312,-6.243664063,1675381109,0
9.422953125,-0.689484375,-6.28196875,1675381109,0
9.34634375,-0.651179688,-6.511796875,1675381109,0
9.078210938,-0.727789063,-6.320273437,1675381109,0
9.03990625,-0.727789063,-6.396882813,1675381109,0
8.924992188,-0.689484375,-6.243664063,1675381109,0
8.695164063,-0.727789063,-6.28196875,1675381109,0
8.771773437,-0.612875,-6.205359375,1675381109,0
8.656859375,-0.651179688,-6.358578125,1675381109,0
8.656859375,-0.727789063,-6.4351875,1675381109,0
8.656859375,-0.689484375,-6.473492188,1675381109,0
8.695164063,-0.727789063,-6.511796875,1675381109,0
8.618554688,-0.76609375,-6.58840625,1675381109,0
8.618554688,-0.612875,-6.205359375,1675381109,0
8.58025,-0.651179688,-6.358578125,1675381109,0
8.42703125,-0.536265625,-6.205359375,1675381109,0
8.465335937,-0.574570312,-6.205359375,1675381109,0
8.541945313,-0.689484375,-6.243664063,1675381109,0
8.58025,-0.612875,-6.12875,1675381109,0
8.541945313,-0.651179688,-6.090445312,1675381109,0
8.465335937,-0.536265625,-6.052140625,1675381109,0
8.350421875,-0.497960938,-6.12875,1675381109,0
8.465335937,-0.421351562,-5.8223125,1675381109,0
8.58025,-0.268132813,-5.937226562,1675381110,0
8.541945313,-0.3064375,-5.860617188,1675381110,0
8.58025,-0.268132813,-5.515875,1675381110,0
8.465335937,-0.229828125,-5.286046875,1675381110,0
8.58025,-0.15321875,-5.2094375,1675381110,0
8.312117188,-0.076609375,-5.094523438,1675381110,0
8.388726562,-0.114914063,-5.2094375,1675381110,0
8.158898438,-0.114914063,-5.2094375,1675381110,0
8.350421875,-0.191523437,-5.477570312,1675381110,0
8.58025,-0.076609375,-4.941304688,1675381110,0
8.58025,-0.076609375,-5.400960938,1675381110,0
8.58025,-0.076609375,-5.400960938,1675381110,0
8.848382812,-0.038304688,-5.515875,1675381110,0
9.03990625,-0.15321875,-5.477570312,1675381110,0
9.193125,-0.15321875,-5.477570312,1675381110,0
9.34634375,-0.191523437,-5.171132813,1675381110,0
9.422953125,-0.229828125,-5.400960938,1675381110,0
9.537867188,-0.3064375,-5.439265625,1675381110,0
9.65278125,-0.3064375,-5.554179688,1675381110,0
9.691085938,-0.45965625,-5.592484375,1675381110,0
9.767695313,-0.421351562,-5.860617188,1675381110,0
9.882609375,-0.574570312,-5.784007813,1675381110,0
9.729390625,-0.727789063,-5.860617188,1675381110,0
9.806,-0.842703125,-5.937226562,1675381110,0
9.767695313,-0.9193125,-5.66909375,1675381110,0
9.614476562,-1.07253125,-5.554179688,1675381110,0
9.537867188,-1.302359375,-5.592484375,1675381110,0
9.308039063,-1.37896875,-5.515875,1675381110,0
9.193125,-1.455578125,-5.784007813,1675381110,0
8.963296875,-1.5321875,-5.8223125,1675381110,0
8.771773437,-1.5321875,-5.8223125,1675381110,0
8.541945313,-1.570492188,-5.515875,1675381110,0
8.082289063,-1.5321875,-5.400960938,1675381110,0
8.043984375,-1.570492188,-5.05621875,1675381110,0
7.699242187,-1.5321875,-5.171132813,1675381110,0
7.50771875,-1.493882813,-4.74978125,1675381110,0
7.316195313,-1.5321875,-4.673171875,1675381110,0
7.124671875,-1.762015625,-5.132828125,1675381110,0
6.89484375,-1.876929688,-4.941304688,1675381110,0
6.779929687,-1.838625,-4.74978125,1675381110,0
6.741625,-1.915234375,-4.558257813,1675381110,0
6.703320313,-1.953539063,-4.5965625,1675381110,0
6.741625,-2.106757813,-4.74978125,1675381110,0
6.665015625,-2.183367188,-5.132828125,1675381110,0
6.779929687,-2.336585938,-5.017914062,1675381110,0
6.779929687,-2.336585938,-5.05621875,1675381110,0
6.818234375,-2.4515,-5.05621875,1675381110,0
6.856539063,-2.528109375,-5.286046875,1675381110,0
6.89484375,-2.60471875,-5.745703125,1675381110,0
6.933148437,-2.834546875,-5.8223125,1675381110,0
6.89484375,-3.21759375,-5.515875,1675381110,0
7.009757812,-3.3708125,-5.8223125,1675381110,0
7.162976562,-3.52403125,-6.358578125,1675381110,0
7.086367188,-3.83046875,-6.28196875,1675381110,0
7.086367188,-3.907078125,-6.4351875,1675381110,0
7.086367188,-4.060296875,-6.779929687,1675381110,0
7.162976562,-4.213515625,-6.665015625,1675381110,0
6.89484375,-4.366734375,-6.511796875,1675381110,0
6.89484375,-4.44334375,-6.205359375,1675381110,0
6.703320313,-4.405039062,-6.013835938,1675381110,0
6.741625,-4.44334375,-5.324351563,1675381110,0
6.473492188,-4.44334375,-5.477570312,1675381110,0
6.511796875,-4.328429688,-5.324351563,1675381110,0
6.396882813,-4.13690625,-5.05621875,1675381110,0
6.473492188,-3.9836875,-4.711476563,1675381110,0
6.358578125,-3.945382813,-4.711476563,1675381110,0
6.473492188,-3.67725,-4.481648438,1675381110,0
6.473492188,-3.562335938,-4.13690625,1675381110,0
6.28196875,-3.562335938,-4.13690625,1675381110,0
6.205359375,-3.255898437,-4.826390625,1675381110,0
6.396882813,-3.179289063,-4.366734375,1675381110,0
6.971453125,-2.91115625,-4.098601563,1675381110,0
7.162976562,-2.987765625,-4.366734375,1675381110,0
7.316195313,-2.987765625,-4.366734375,1675381110,0
7.50771875,-3.026070313,-4.481648438,1675381110,0
7.737546875,-3.026070313,-4.634867187,1675381110,0
8.12059375,-3.064375,-4.558257813,1675381110,0
8.197203125,-3.21759375,-4.826390625,1675381110,0
8.42703125,-3.409117188,-5.05621875,1675381110,0
8.42703125,-3.67725,-5.592484375,1675381110,0
8.73346875,-3.83046875,-5.630789063,1675381110,0
8.771773437,-4.098601563,-5.745703125,1675381110,0
8.618554688,-4.366734375,-6.052140625,1675381110,0
8.42703125,-4.405039062,-5.97553125,1675381110,0
8.465335937,-4.481648438,-5.937226562,1675381110,0
8.541945313,-4.5965625,-5.784007813,1675381110,0
8.42703125,-4.788085938,-6.052140625,1675381110,0
8.312117188,-4.864695312,-6.013835938,1675381110,0
8.197203125,-5.094523438,-6.12875,1675381110,0
7.929070312,-5.171132813,-6.358578125,1675381110,0
7.775851563,-5.171132813,-6.013835938,1675381110,0
7.431109375,-5.2094375,-6.013835938,1675381110,0
7.3545,-5.324351563,-5.8223125,1675381110,0
7.316195313,-5.286046875,-5.860617188,1675381110,0
7.20128125,-5.247742187,-5.8223125,1675381110,0
7.124671875,-5.247742187,-5.8223125,1675381110,0
7.086367188,-5.2094375,-5.592484375,1675381110,0
6.971453125,-5.2094375,-5.477570312,1675381110,0
7.086367188,-5.247742187,-5.36265625,1675381110,0
7.124671875,-5.286046875,-5.8223125,1675381110,0
7.316195313,-5.2094375,-5.592484375,1675381110,0
7.316195313,-5.2094375,-5.171132813,1675381110,0
7.316195313,-5.2094375,-5.324351563,1675381110,0
7.009757812,-5.324351563,-5.324351563,1675381110,0
6.971453125,-5.286046875,-4.941304688,1675381110,0
7.0480625,-5.400960938,-5.094523438,1675381110,0
7.239585937,-5.286046875,-5.132828125,1675381110,0
7.162976562,-5.439265625,-5.477570312,1675381110,0
7.009757812,-5.66909375,-5.860617188,1675381110,0
6.971453125,-5.707398437,-5.8223125,1675381110,0
6.779929687,-5.860617188,-5.554179688,1675381110,0
6.779929687,-5.8223125,-5.554179688,1675381110,0
6.741625,-5.97553125,-5.784007813,1675381110,0
6.856539063,-6.052140625,-5.8223125,1675381110,0
6.933148437,-6.090445312,-5.8223125,1675381110,0
7.124671875,-6.167054687,-6.167054687,1675381110,0
7.124671875,-6.013835938,-6.090445312,1675381110,0
7.086367188,-6.052140625,-6.167054687,1675381110,0
6.933148437,-6.052140625,-6.320273437,1675381110,0
6.933148437,-6.052140625,-6.167054687,1675381110,0
7.124671875,-6.090445312,-6.167054687,1675381110,0
7.124671875,-6.12875,-6.396882813,1675381110,0
7.009757812,-6.052140625,-6.473492188,1675381110,0
7.009757812,-6.013835938,-6.550101562,1675381110,0
7.20128125,-5.898921875,-6.167054687,1675381110,0
7.162976562,-5.784007813,-6.243664063,1675381110,0
7.124671875,-5.784007813,-6.550101562,1675381110,0
7.20128125,-5.630789063,-6.12875,1675381110,0
7.431109375,-5.439265625,-5.745703125,1675381110,0
7.392804687,-5.36265625,-5.97553125,1675381110,0
7.469414062,-5.36265625,-5.898921875,1675381110,0
7.277890625,-5.247742187,-5.630789063,1675381110,0
7.277890625,-5.171132813,-5.707398437,1675381110,0
7.316195313,-5.171132813,-5.094523438,1675381110,0
7.20128125,-4.941304688,-6.090445312,1675381110,0
7.0480625,-4.74978125,-5.630789063,1675381110,0
6.933148437,-4.673171875,-5.8223125,1675381110,0
6.741625,-4.5965625,-5.630789063,1675381110,0
6.741625,-4.558257813,-5.707398437,1675381110,0
6.320273437,-4.519953125,-5.8223125,1675381110,0
6.205359375,-4.558257813,-5.592484375,1675381110,0
6.090445312,-4.711476563,-5.784007813,1675381110,0
5.860617188,-4.74978125,-5.66909375,1675381110,0
5.745703125,-4.826390625,-5.592484375,1675381110,0
5.66909375,-5.017914062,-5.630789063,1675381110,0
5.707398437,-5.017914062,-5.630789063,1675381110,0
5.515875,-5.017914062,-5.630789063,1675381110,0
5.515875,-5.132828125,-5.66909375,1675381110,0
4.979609375,-5.286046875,-5.477570312,1675381110,0
4.903,-5.36265625,-5.592484375,1675381110,0
4.558257813,-5.477570312,-5.477570312,1675381110,0
4.673171875,-5.592484375,-5.554179688,1675381110,0
4.175210937,-5.784007813,-5.592484375,1675381110,0
3.9836875,-5.898921875,-5.515875,1675381110,0
3.907078125,-5.97553125,-5.439265625,1675381110,0
3.907078125,-6.013835938,-5.324351563,1675381110,0
3.562335938,-6.12875,-5.554179688,1675381110,0
3.600640625,-6.167054687,-5.630789063,1675381110,0
3.753859375,-6.167054687,-5.745703125,1675381110,0
3.67725,-6.358578125,-5.630789063,1675381110,0
3.792164063,-6.550101562,-5.860617188,1675381110,0
4.060296875,-6.58840625,-5.745703125,1675381110,0
4.175210937,-6.703320313,-5.745703125,1675381110,0
4.366734375,-6.779929687,-5.937226562,1675381110,0
4.405039062,-6.741625,-6.052140625,1675381110,0
4.634867187,-6.971453125,-5.97553125,1675381110,0
4.941304688,-7.124671875,-5.97553125,1675381110,0
5.171132813,-7.239585937,-6.320273437,1675381110,0
5.592484375,-7.162976562,-6.4351875,1675381110,0
5.745703125,-7.162976562,-6.320273437,1675381110,0
5.707398437,-7.316195313,-6.58840625,1675381110,0
6.205359375,-7.316195313,-6.741625,1675381110,0
6.320273437,-7.3545,-6.933148437,1675381110,0
6.396882813,-7.469414062,-7.0480625,1675381110,0
6.473492188,-7.392804687,-7.162976562,1675381110,0
6.741625,-7.392804687,-6.856539063,1675381110,0
6.58840625,-7.546023438,-7.009757812,1675381110,0
6.856539063,-7.546023438,-6.971453125,1675381110,0
6.779929687,-7.469414062,-6.933148437,1675381110,0
6.779929687,-7.392804687,-6.741625,1675381110,0
6.703320313,-7.392804687,-7.0480625,1675381110,0
6.703320313,-7.3545,-7.0480625,1675381110,0
6.4351875,-7.316195313,-7.086367188,1675381110,0
6.320273437,-7.124671875,-6.971453125,1675381110,0
6.320273437,-7.162976562,-6.818234375,1675381110,0
6.167054687,-7.124671875,-7.239585937,1675381110,0
6.052140625,-7.086367188,-7.086367188,1675381110,0
5.66909375,-7.0480625,-6.89484375,1675381110,0
5.324351563,-7.162976562,-7.086367188,1675381110,0
5.171132813,-6.971453125,-6.933148437,1675381110,0
5.017914062,-7.009757812,-6.933148437,1675381110,0
4.979609375,-7.009757812,-6.741625,1675381110,0
4.74978125,-7.0480625,-6.665015625,1675381110,0
4.558257813,-7.162976562,-6.703320313,1675381110,0
4.5965625,-6.971453125,-6.703320313,1675381110,0
4.405039062,-7.009757812,-6.741625,1675381110,0
4.366734375,-6.856539063,-6.58840625,1675381110,0
4.328429688,-6.856539063,-6.396882813,1675381110,0
4.328429688,-6.856539063,-6.396882813,1675381110,0
4.366734375,-6.779929687,-6.473492188,1675381110,0
4.366734375,-6.779929687,-6.473492188,1675381110,0
4.519953125,-6.626710938,-6.320273437,1675381110,0
4.481648438,-6.550101562,-6.396882813,1675381110,0
4.558257813,-6.626710938,-6.167054687,1675381110,0
4.74978125,-6.550101562,-5.97553125,1675381110,0
4.979609375,-6.396882813,-5.66909375,1675381110,0
5.132828125,-6.396882813,-5.898921875,1675381110,0
5.132828125,-6.320273437,-5.439265625,1675381110,0
5.017914062,-6.320273437,-5.286046875,1675381110,0
5.171132813,-6.358578125,-5.515875,1675381110,0
5.36265625,-6.4351875,-5.554179688,1675381110,0
5.324351563,-6.358578125,-5.592484375,1675381110,0
5.630789063,-6.358578125,-5.247742187,1675381110,0
5.66909375,-6.358578125,-5.094523438,1675381110,0
5.784007813,-6.28196875,-5.017914062,1675381110,0
6.090445312,-6.167054687,-5.017914062,1675381110,0
6.052140625,-6.167054687,-5.132828125,1675381110,0
6.396882813,-6.205359375,-5.286046875,1675381110,0
6.511796875,-6.090445312,-5.094523438,1675381110,0
6.818234375,-6.052140625,-5.132828125,1675381110,0
7.009757812,-6.013835938,-5.132828125,1675381110,0
7.0480625,-5.937226562,-5.017914062,1675381110,0
6.933148437,-5.937226562,-5.05621875,1675381110,0
7.20128125,-5.8223125,-5.017914062,1675381110,0
7.086367188,-5.937226562,-4.979609375,1675381110,0
7.124671875,-5.860617188,-4.941304688,1675381110,0
6.971453125,-5.860617188,-5.094523438,1675381110,0
6.933148437,-5.8223125,-4.864695312,1675381110,0
6.89484375,-5.707398437,-4.673171875,1675381110,0
